,amount,commission,dt,order_id,price,sid,symbol,txn_dollars
1998-01-05 21:00:00+00:00,-69,,1998-01-05 21:00:00+00:00,8f575bea340144a885b53745c02464ec,0.765,Future(4704 [HGF98]),Future(4704 [HGF98]),1319625.0
1998-01-05 21:00:00+00:00,-101,,1998-01-05 21:00:00+00:00,d193646cd0db4b76907b962c7ee67cd8,57.55,Future(4712 [LNG98]),Future(4712 [LNG98]),2325019.9999999995
1998-01-05 21:00:00+00:00,25,,1998-01-05 21:00:00+00:00,633b48ba32aa4b658bcd7fbdf2efb6ea,113.031,Future(4754 [TYH98]),Future(4754 [TYH98]),-2825775.0
1998-01-05 21:00:00+00:00,-68,,1998-01-05 21:00:00+00:00,d62d13eb6ef84a29bdd6051ec988e9af,0.485,Future(4709 [HOG98]),Future(4709 [HOG98]),1385159.9999999998
1998-01-05 21:00:00+00:00,240,,1998-01-05 21:00:00+00:00,c8e3735d29b84dd592b470dd73b51cea,94.44,Future(4710 [FFF98]),Future(4710 [FFF98]),-94447555.19999999
1998-01-05 21:00:00+00:00,49,,1998-01-05 21:00:00+00:00,c2e88c37f6b6444ba06e657a4f12f12e,100.515,Future(4759 [TUH98]),Future(4759 [TUH98]),-9850470.0
1998-01-05 21:00:00+00:00,-12,,1998-01-05 21:00:00+00:00,9eff51e5fb5e4fab9091a277e7186582,7581.0,Future(4728 [JYH98]),Future(4728 [JYH98]),1137150.0
1998-01-05 21:00:00+00:00,15,,1998-01-05 21:00:00+00:00,7be55d64fd174f9ab07ba7122455a008,121.687,Future(4746 [USH98]),Future(4746 [USH98]),-1825305.0
1998-01-05 21:00:00+00:00,-123,,1998-01-05 21:00:00+00:00,13e6747d1cdb4c458e147424b179aeb3,64.599,Future(4716 [LCG98]),Future(4716 [LCG98]),3178270.8000000003
1998-01-05 21:00:00+00:00,-77,,1998-01-05 21:00:00+00:00,308ee469d4c84ba7930fb614f700fa74,17.01,Future(4698 [CLG98]),Future(4698 [CLG98]),1309770.0000000002
1998-01-05 21:00:00+00:00,41,,1998-01-05 21:00:00+00:00,c5d29690b5924ba99ce508b46e4573a5,109.312,Future(4750 [FVH98]),Future(4750 [FVH98]),-4481791.999999999
1998-01-06 21:00:00+00:00,98,,1998-01-06 21:00:00+00:00,a86a46cbfbf84e57b09bc576d66d8f77,94.355,Future(4802 [EDM98]),Future(4802 [EDM98]),-23116975.000000004
1998-01-06 21:00:00+00:00,218,,1998-01-06 21:00:00+00:00,ae4d2a3a962144e08109ed74309d84bc,12.84,Future(4711 [DAF98]),Future(4711 [DAF98]),-5598240.0
1998-01-06 21:00:00+00:00,-10,,1998-01-06 21:00:00+00:00,d515916e8d32400da6e011e9f2e02f31,0.681,Future(4732 [SFH98]),Future(4732 [SFH98]),851250.0000000001
1998-01-06 21:00:00+00:00,-25,,1998-01-06 21:00:00+00:00,dbcd88add3ff46bf9f41317be80e7fb9,283.2,Future(4718 [GCG98]),Future(4718 [GCG98]),708000.0
1998-01-06 21:00:00+00:00,-16,,1998-01-06 21:00:00+00:00,6a27eee9bf804c169cc5fe7b7a3ada03,0.637,Future(4735 [ADH98]),Future(4735 [ADH98]),1019200.0
1998-01-07 21:00:00+00:00,-24,,1998-01-07 21:00:00+00:00,7ee16391e57a4864b3ace2da2bf74a71,324.0,Future(4747 [WH98]),Future(4747 [WH98]),388800.0
1998-01-07 21:00:00+00:00,-39,,1998-01-07 21:00:00+00:00,014cf4ea6801401ba94b415ec6d8915a,261.0,Future(4751 [CH98]),Future(4751 [CH98]),508950.0
1998-01-09 21:00:00+00:00,-25,,1998-01-09 21:00:00+00:00,0e152d0d42e64ac9b600f5dfdefa8976,2.07,Future(4705 [NGG98]),Future(4705 [NGG98]),517499.99999999994
1998-01-12 21:00:00+00:00,175,,1998-01-12 21:00:00+00:00,3a1e87c16a23468d9b666092846bbb50,94.59,Future(4722 [FFG98]),Future(4722 [FFG98]),-68977392.75
1998-01-12 21:00:00+00:00,34,,1998-01-12 21:00:00+00:00,fc3b6222bddd44e29a0da4dff1ab4b7f,223.0,Future(4756 [PAH98]),Future(4756 [PAH98]),-758200.0
1998-01-12 21:00:00+00:00,-11,,1998-01-12 21:00:00+00:00,ca7cbf56a8604ab99b9598d28e1279e3,14670.0,Future(4725 [NKH98]),Future(4725 [NKH98]),806850.0
1998-01-12 21:00:00+00:00,-240,,1998-01-12 21:00:00+00:00,72f7d0f1fc89427c968807781d90b921,94.475,Future(4710 [FFF98]),Future(4710 [FFF98]),94482558.0
1998-01-13 21:00:00+00:00,-98,,1998-01-13 21:00:00+00:00,dd10f62b39ab4ed0b4345accd0cec9c4,94.545,Future(4802 [EDM98]),Future(4802 [EDM98]),23163525.0
1998-01-14 21:00:00+00:00,69,,1998-01-14 21:00:00+00:00,708f9319f8f3431ab7b7565fbb90a7ae,0.77,Future(4704 [HGF98]),Future(4704 [HGF98]),-1328250.0
1998-01-14 21:00:00+00:00,-175,,1998-01-14 21:00:00+00:00,4437ec4494b84831b3ff35e133236341,94.52,Future(4722 [FFG98]),Future(4722 [FFG98]),68926347.0
1998-01-14 21:00:00+00:00,-53,,1998-01-14 21:00:00+00:00,a6a09ad024cb4f3189943aa97c210428,0.77,Future(4761 [HGH98]),Future(4761 [HGH98]),1020250.0
1998-01-16 21:00:00+00:00,16,,1998-01-16 21:00:00+00:00,b49b4d71a3fc40a08bea7a39e5dff6af,0.66,Future(4735 [ADH98]),Future(4735 [ADH98]),-1056000.0
1998-01-16 21:00:00+00:00,39,,1998-01-16 21:00:00+00:00,0d30253367114994b3deaea676bbc212,277.5,Future(4751 [CH98]),Future(4751 [CH98]),-541125.0
1998-01-20 21:00:00+00:00,11,,1998-01-20 21:00:00+00:00,cecfd3b1bcdd41fb9e3872c3697438dc,16230.0,Future(4725 [NKH98]),Future(4725 [NKH98]),-892650.0
1998-01-20 21:00:00+00:00,12,,1998-01-20 21:00:00+00:00,45c43a47f4384104ac8ffa569b682c33,7793.0,Future(4728 [JYH98]),Future(4728 [JYH98]),-1168950.0
1998-01-20 21:00:00+00:00,77,,1998-01-20 21:00:00+00:00,272789cd0d6a40c393b9386df1fe5ac6,16.68,Future(4698 [CLG98]),Future(4698 [CLG98]),-1284360.0
1998-01-20 21:00:00+00:00,-81,,1998-01-20 21:00:00+00:00,209735af03a848fe880002d572c818a0,16.9,Future(4715 [CLH98]),Future(4715 [CLH98]),1368899.9999999998
1998-01-20 21:00:00+00:00,123,,1998-01-20 21:00:00+00:00,79aeb5a914fa45a281246533da65d47e,66.25,Future(4716 [LCG98]),Future(4716 [LCG98]),-3259500.0
1998-01-20 21:00:00+00:00,25,,1998-01-20 21:00:00+00:00,a35b9911d3b345ea80cd8a2c21fa2da2,291.8,Future(4718 [GCG98]),Future(4718 [GCG98]),-729500.0
1998-01-21 21:00:00+00:00,-134,,1998-01-21 21:00:00+00:00,b1896d1699484223945f64d63819c83a,0.695,Future(4736 [CDH98]),Future(4736 [CDH98]),9313000.0
1998-01-21 21:00:00+00:00,330,,1998-01-21 21:00:00+00:00,deedb555866b41c5a547c8d0c14fb0a1,12.8,Future(4724 [DAG98]),Future(4724 [DAG98]),-8448000.0
1998-01-21 21:00:00+00:00,-218,,1998-01-21 21:00:00+00:00,d1f759d13e3b400fa2772532d80046f1,13.3,Future(4711 [DAF98]),Future(4711 [DAF98]),5798800.0
1998-01-21 21:00:00+00:00,-34,,1998-01-21 21:00:00+00:00,cf431cb88b014c3db75bfd0f74c92050,235.0,Future(4756 [PAH98]),Future(4756 [PAH98]),799000.0
1998-01-26 21:00:00+00:00,-25,,1998-01-26 21:00:00+00:00,e20a49c3399140c3873346944012ed72,112.687,Future(4754 [TYH98]),Future(4754 [TYH98]),2817174.9999999995
1998-01-26 21:00:00+00:00,-49,,1998-01-26 21:00:00+00:00,2b2f2f6cb31447ba9b7dacec445ffe85,100.781,Future(4759 [TUH98]),Future(4759 [TUH98]),9876538.0
1998-01-26 21:00:00+00:00,-15,,1998-01-26 21:00:00+00:00,4fc25c52285c4c05b19c7010a5f703bc,120.156,Future(4746 [USH98]),Future(4746 [USH98]),1802340.0000000002
1998-01-26 21:00:00+00:00,10,,1998-01-26 21:00:00+00:00,23584d8551844cbab4951d6261a6bfc0,0.694,Future(4732 [SFH98]),Future(4732 [SFH98]),-867499.9999999999
1998-01-26 21:00:00+00:00,-41,,1998-01-26 21:00:00+00:00,e4f614a0b3644d9b9f6df6b020db837c,109.484,Future(4750 [FVH98]),Future(4750 [FVH98]),4488844.0
1998-01-28 21:00:00+00:00,25,,1998-01-28 21:00:00+00:00,,2.001,Future(4705 [NGG98]),Future(4705 [NGG98]),-500250.0
1998-01-29 21:00:00+00:00,-83,,1998-01-29 21:00:00+00:00,a9981ef66e734443bcc14248900efe44,0.49,Future(4723 [HOH98]),Future(4723 [HOH98]),1708140.0
1998-01-29 21:00:00+00:00,68,,1998-01-29 21:00:00+00:00,a501fb1880ea433aaef6eab07d414458,0.484,Future(4709 [HOG98]),Future(4709 [HOG98]),-1382304.0
1998-01-29 21:00:00+00:00,81,,1998-01-29 21:00:00+00:00,b588fa757af548b7888c686e418d6f92,17.55,Future(4715 [CLH98]),Future(4715 [CLH98]),-1421550.0
1998-02-03 21:00:00+00:00,-148,,1998-02-03 21:00:00+00:00,5ed1b00e594945aa8061fd9e5fdf63d3,66.25,Future(4769 [LCJ98]),Future(4769 [LCJ98]),3922000.0
1998-02-03 21:00:00+00:00,101,,1998-02-03 21:00:00+00:00,5fa93da2701043fcac097c616453b216,55.8,Future(4712 [LNG98]),Future(4712 [LNG98]),-2254319.9999999995
1998-02-03 21:00:00+00:00,-128,,1998-02-03 21:00:00+00:00,ee578a004e1d43ac9913598979e15272,56.5,Future(4766 [LNJ98]),Future(4766 [LNJ98]),2892800.0
1998-02-04 21:00:00+00:00,134,,1998-02-04 21:00:00+00:00,d22030b03eb74bb7a27b2a13c6f8522c,0.693,Future(4736 [CDH98]),Future(4736 [CDH98]),-9286200.0
1998-02-04 21:00:00+00:00,58,,1998-02-04 21:00:00+00:00,599abfc0869347e686d6a4d5b4f64a2d,6.78,Future(4758 [SIH98]),Future(4758 [SIH98]),-1966200.0
1998-02-04 21:00:00+00:00,24,,1998-02-04 21:00:00+00:00,833412e15854436f856988494b809a81,343.0,Future(4747 [WH98]),Future(4747 [WH98]),-411600.0
1998-02-09 21:00:00+00:00,55,,1998-02-09 21:00:00+00:00,f20dd5ccef334ede9624886ba87451ac,342.8,Future(4737 [MDH98]),Future(4737 [MDH98]),-1885400.0
1998-02-10 21:00:00+00:00,44,,1998-02-10 21:00:00+00:00,bdadd8cd732041b885e642972a50b505,26.48,Future(4743 [BOH98]),Future(4743 [BOH98]),-699072.0000000001
1998-02-18 21:00:00+00:00,-58,,1998-02-18 21:00:00+00:00,56263a929b6849c2869dedd23e2eeb6f,6.64,Future(4758 [SIH98]),Future(4758 [SIH98]),1925600.0
1998-02-18 21:00:00+00:00,-44,,1998-02-18 21:00:00+00:00,fbf56efbf77f48e0a48d9fc5d18b8486,26.23,Future(4743 [BOH98]),Future(4743 [BOH98]),692472.0000000001
1998-02-18 21:00:00+00:00,-75,,1998-02-18 21:00:00+00:00,85db30330a4540abb70ef689bb97f011,15.54,Future(4715 [CLH98]),Future(4715 [CLH98]),1165500.0
1998-02-19 21:00:00+00:00,75,,1998-02-19 21:00:00+00:00,a3958f30bb674044ab0d2eabbd696335,16.2,Future(4715 [CLH98]),Future(4715 [CLH98]),-1215000.0
1998-02-19 21:00:00+00:00,52,,1998-02-19 21:00:00+00:00,7f5f0301e4fb4cc8a390d3c269245102,27.35,Future(4783 [BOK98]),Future(4783 [BOK98]),-853320.0
1998-02-23 21:00:00+00:00,-330,,1998-02-23 21:00:00+00:00,c4b6b2639e2646b398e02da1989dc2ac,13.27,Future(4724 [DAG98]),Future(4724 [DAG98]),8758199.999999998
1998-02-23 21:00:00+00:00,466,,1998-02-23 21:00:00+00:00,31b49d9a8375480ba8fb2233073d3399,12.92,Future(4764 [DAH98]),Future(4764 [DAH98]),-12041440.0
1998-02-24 21:00:00+00:00,-62,,1998-02-24 21:00:00+00:00,f4f7c9b634814ba699206a6649a4145d,15.53,Future(4744 [CLJ98]),Future(4744 [CLJ98]),962860.0
1998-02-26 21:00:00+00:00,-27,,1998-02-26 21:00:00+00:00,12cacd5d50d14403ae47072b5938a41b,178.5,Future(4784 [SMK98]),Future(4784 [SMK98]),481950.0
1998-02-26 21:00:00+00:00,-32,,1998-02-26 21:00:00+00:00,1da4a43312e043afbf443676fd1ccb97,331.0,Future(4788 [WK98]),Future(4788 [WK98]),529600.0
1998-02-27 21:00:00+00:00,83,,1998-02-27 21:00:00+00:00,,0.428,Future(4723 [HOH98]),Future(4723 [HOH98]),-1492008.0
1998-03-02 21:00:00+00:00,-466,,1998-03-02 21:00:00+00:00,bd1510096cbc4f39a90694c3b0410eaf,12.2,Future(4764 [DAH98]),Future(4764 [DAH98]),11370400.0
1998-03-03 21:00:00+00:00,-69,,1998-03-03 21:00:00+00:00,68a57f3bfc72408bad62f9fc6f2b9f81,0.426,Future(4762 [HOJ98]),Future(4762 [HOJ98]),1234548.0
1998-03-05 21:00:00+00:00,53,,1998-03-05 21:00:00+00:00,d39aeeb3a9974efeb3e928043a555036,0.797,Future(4761 [HGH98]),Future(4761 [HGH98]),-1056025.0
1998-03-06 21:00:00+00:00,-40,,1998-03-06 21:00:00+00:00,bcb6dc95595e41d1a80eff8d56daeb6a,0.671,Future(4732 [SFH98]),Future(4732 [SFH98]),3355000.0000000005
1998-03-11 21:00:00+00:00,40,,1998-03-11 21:00:00+00:00,00509709b4a44164b98e30a962711dd9,0.67,Future(4732 [SFH98]),Future(4732 [SFH98]),-3350000.0
1998-03-12 21:00:00+00:00,-55,,1998-03-12 21:00:00+00:00,c95c278607ff449381aa879b6d9a4ab9,360.2,Future(4737 [MDH98]),Future(4737 [MDH98]),1981100.0
1998-03-12 21:00:00+00:00,73,,1998-03-12 21:00:00+00:00,2631424ea8d440618ae7b8e2c2469598,253.0,Future(4822 [PAM98]),Future(4822 [PAM98]),-1846900.0
1998-03-12 21:00:00+00:00,66,,1998-03-12 21:00:00+00:00,adaa4a9080b1447e9ed7478196293103,365.3,Future(4815 [MDM98]),Future(4815 [MDM98]),-2410980.0
1998-03-16 21:00:00+00:00,54,,1998-03-16 21:00:00+00:00,c8100bedd9eb4b88ac892d038633c5b4,1.661,Future(4808 [BPM98]),Future(4808 [BPM98]),-5605875.0
1998-03-18 21:00:00+00:00,-76,,1998-03-18 21:00:00+00:00,6cdcd549530942eba1a35909837ec7ca,13.81,Future(4768 [CLK98]),Future(4768 [CLK98]),1049560.0
1998-03-18 21:00:00+00:00,62,,1998-03-18 21:00:00+00:00,9136a40069f34fa382889ab5b54a486d,13.51,Future(4744 [CLJ98]),Future(4744 [CLJ98]),-837620.0
1998-03-19 21:00:00+00:00,128,,1998-03-19 21:00:00+00:00,a639f624565a4f7e8f852e45329e9aec,50.9,Future(4766 [LNJ98]),Future(4766 [LNJ98]),-2606080.0
1998-03-20 21:00:00+00:00,-17,,1998-03-20 21:00:00+00:00,a4e9778422a844fe9819ad677ff81d8e,0.675,Future(4807 [SFM98]),Future(4807 [SFM98]),1434375.0000000002
1998-03-23 21:00:00+00:00,-50,,1998-03-23 21:00:00+00:00,c96f4b73a34d4527b86616883f2a2a3d,264.75,Future(4787 [CK98]),Future(4787 [CK98]),661875.0
1998-03-24 21:00:00+00:00,76,,1998-03-24 21:00:00+00:00,af48e5abbbbf41d2a4a7d2533926c4dc,16.25,Future(4768 [CLK98]),Future(4768 [CLK98]),-1235000.0
1998-03-24 21:00:00+00:00,69,,1998-03-24 21:00:00+00:00,6e43a4fdf20642c1b932aa112f898d07,0.449,Future(4762 [HOJ98]),Future(4762 [HOJ98]),-1301202.0
1998-03-31 21:00:00+00:00,32,,1998-03-31 21:00:00+00:00,98bb0c06d2d64e1e90f2f63df7fbbb66,326.0,Future(4788 [WK98]),Future(4788 [WK98]),-521600.0
1998-03-31 21:00:00+00:00,-73,,1998-03-31 21:00:00+00:00,142fc2a220c8497ebc4a1bc5e7ded34c,256.0,Future(4822 [PAM98]),Future(4822 [PAM98]),1868800.0
1998-03-31 21:00:00+00:00,-28,,1998-03-31 21:00:00+00:00,0bc729e911ab42b58e4a32310f9e1a3e,7589.0,Future(4806 [JYM98]),Future(4806 [JYM98]),2656150.0
1998-03-31 21:00:00+00:00,-79,,1998-03-31 21:00:00+00:00,20c45847b3fe475ab16a617f085220c3,335.0,Future(4839 [WN98]),Future(4839 [WN98]),1323250.0
1998-04-01 21:00:00+00:00,-16,,1998-04-01 21:00:00+00:00,99795a0706e74c459c78fa1eabfba9a5,16115.0,Future(4800 [NKM98]),Future(4800 [NKM98]),1289200.0
1998-04-01 21:00:00+00:00,-45,,1998-04-01 21:00:00+00:00,5fd2b9e9531d4747864673c150548711,645.0,Future(4785 [SK98]),Future(4785 [SK98]),1451250.0
1998-04-02 21:00:00+00:00,-42,,1998-04-02 21:00:00+00:00,b0860f7ae8744c919a6eff8514d6ae0b,0.654,Future(4804 [ADM98]),Future(4804 [ADM98]),2746800.0
1998-04-06 20:00:00+00:00,148,,1998-04-06 20:00:00+00:00,37ac4ac56dc64aaa86dc66a11436cdf1,66.27,Future(4769 [LCJ98]),Future(4769 [LCJ98]),-3923183.9999999995
1998-04-06 20:00:00+00:00,27,,1998-04-06 20:00:00+00:00,130839567901413a80ac953454af455f,122.437,Future(4818 [USM98]),Future(4818 [USM98]),-3305799.0
1998-04-06 20:00:00+00:00,-52,,1998-04-06 20:00:00+00:00,94afda97289f4ecb85a2f8943659f6e3,26.57,Future(4783 [BOK98]),Future(4783 [BOK98]),828984.0000000001
1998-04-13 20:00:00+00:00,28,,1998-04-13 20:00:00+00:00,bacbdeaf0b7042248476f605bc77b37c,7796.0,Future(4806 [JYM98]),Future(4806 [JYM98]),-2728600.0
1998-04-13 20:00:00+00:00,61,,1998-04-13 20:00:00+00:00,0454baf91fa44508b0372e6510d7f917,422.0,Future(4845 [PLN98]),Future(4845 [PLN98]),-1287100.0
1998-04-14 20:00:00+00:00,66,,1998-04-14 20:00:00+00:00,5eac78ff14c04c2d93a2184a10ab93c7,281.0,Future(4822 [PAM98]),Future(4822 [PAM98]),-1854600.0
1998-04-14 20:00:00+00:00,48,,1998-04-14 20:00:00+00:00,8853ba74d05f46ae93889d10d449557e,114850.0,Future(4809 [MPM98]),Future(4809 [MPM98]),-2756400.0
1998-04-16 20:00:00+00:00,45,,1998-04-16 20:00:00+00:00,6d834562913a4ef8aaabda596cb8ef8f,637.0,Future(4785 [SK98]),Future(4785 [SK98]),-1433250.0
1998-04-16 20:00:00+00:00,-25,,1998-04-16 20:00:00+00:00,b529ce5a1de24a6caca16ad2b2910641,637.0,Future(4841 [SN98]),Future(4841 [SN98]),796250.0
1998-04-17 20:00:00+00:00,50,,1998-04-17 20:00:00+00:00,a30c5ec95137426988d3961f13f4bdbb,250.25,Future(4787 [CK98]),Future(4787 [CK98]),-625625.0
1998-04-17 20:00:00+00:00,-58,,1998-04-17 20:00:00+00:00,2b5110c3c7f845f2817b540d5391d5cb,258.0,Future(4837 [CN98]),Future(4837 [CN98]),748200.0
1998-04-20 20:00:00+00:00,56,,1998-04-20 20:00:00+00:00,f0b65bc4db7644119c9e899611f82414,28.2,Future(4842 [BON98]),Future(4842 [BON98]),-947520.0
1998-04-22 20:00:00+00:00,17,,1998-04-22 20:00:00+00:00,2816330cd2a04210ba34251a9b421a72,0.677,Future(4807 [SFM98]),Future(4807 [SFM98]),-1438625.0
1998-04-28 20:00:00+00:00,-27,,1998-04-28 20:00:00+00:00,09005dac64c341e1ba7ed62384b59b60,118.937,Future(4818 [USM98]),Future(4818 [USM98]),3211299.0
1998-04-28 20:00:00+00:00,-66,,1998-04-28 20:00:00+00:00,5526d1a175a249e09001066c7b97bc19,368.5,Future(4815 [MDM98]),Future(4815 [MDM98]),2432100.0
1998-04-29 20:00:00+00:00,-61,,1998-04-29 20:00:00+00:00,772cb82bba814af4a75d13ac3947b08a,400.0,Future(4845 [PLN98]),Future(4845 [PLN98]),1220000.0
1998-05-01 20:00:00+00:00,-39,,1998-05-01 20:00:00+00:00,1315f440a5e046c2ad8a5f27d87c5c91,2.24,Future(4793 [NGM98]),Future(4793 [NGM98]),873600.0000000001
1998-05-01 20:00:00+00:00,374,,1998-05-01 20:00:00+00:00,1e913d3b2c7e44efad777d27cc5e284d,94.5,Future(4796 [FFK98]),Future(4796 [FFK98]),-147274281.0
1998-05-04 20:00:00+00:00,27,,1998-05-04 20:00:00+00:00,306df593ae3441bfbe01a9585e9c2807,156.3,Future(4784 [SMK98]),Future(4784 [SMK98]),-422010.00000000006
1998-05-04 20:00:00+00:00,-43,,1998-05-04 20:00:00+00:00,a4565890bde443278b6afce2b85b1a2f,160.5,Future(4844 [SMN98]),Future(4844 [SMN98]),690150.0
1998-05-08 20:00:00+00:00,-54,,1998-05-08 20:00:00+00:00,af520e1d534340e9b2d12d86beee9dd9,1.636,Future(4808 [BPM98]),Future(4808 [BPM98]),5521500.0
1998-05-12 20:00:00+00:00,-374,,1998-05-12 20:00:00+00:00,687a9dd32b6848c7b919afe37a9e223c,94.53,Future(4796 [FFK98]),Future(4796 [FFK98]),147321034.74
1998-05-12 20:00:00+00:00,402,,1998-05-12 20:00:00+00:00,c8a79c1d00ad43cc8ba189cceab64e06,94.46,Future(4829 [FFM98]),Future(4829 [FFM98]),-158233157.64
1998-05-14 20:00:00+00:00,-132,,1998-05-14 20:00:00+00:00,6ab10be00a2742819607f84ecd25c8e8,0.689,Future(4811 [CDM98]),Future(4811 [CDM98]),9094800.0
1998-05-18 20:00:00+00:00,-12,,1998-05-18 20:00:00+00:00,5dd91e4cb9a54cb1a3305832a98aad37,7405.0,Future(4806 [JYM98]),Future(4806 [JYM98]),1110750.0
1998-05-19 20:00:00+00:00,-76,,1998-05-19 20:00:00+00:00,e0bf21e7f32645e6aaa057f5e9e55759,0.743,Future(4847 [HGN98]),Future(4847 [HGN98]),1411700.0
1998-05-20 20:00:00+00:00,-56,,1998-05-20 20:00:00+00:00,0628e112aaf044c8bae265e31089fce7,27.5,Future(4842 [BON98]),Future(4842 [BON98]),924000.0
1998-05-21 20:00:00+00:00,-118,,1998-05-21 20:00:00+00:00,0f61bd6672384aae9884f1eeddeafd96,14.3,Future(4821 [CLN98]),Future(4821 [CLN98]),1687400.0
1998-05-21 20:00:00+00:00,-66,,1998-05-21 20:00:00+00:00,6d3850fac0d3457c812c318a0d7ba0de,351.0,Future(4822 [PAM98]),Future(4822 [PAM98]),2316600.0
1998-05-21 20:00:00+00:00,-114,,1998-05-21 20:00:00+00:00,6e5ef5f2522b46ad8ad12df78b957e82,0.393,Future(4798 [HOM98]),Future(4798 [HOM98]),1881684.0
1998-05-27 20:00:00+00:00,-48,,1998-05-27 20:00:00+00:00,715e854d593348c09f6abddb8fd182a3,110500.0,Future(4809 [MPM98]),Future(4809 [MPM98]),2652000.0
1998-05-27 20:00:00+00:00,39,,1998-05-27 20:00:00+00:00,,2.017,Future(4793 [NGM98]),Future(4793 [NGM98]),-786630.0
1998-05-28 20:00:00+00:00,114,,1998-05-28 20:00:00+00:00,d23a60c13dc54d8bb95464f016ac3f7d,0.395,Future(4798 [HOM98]),Future(4798 [HOM98]),-1891260.0
1998-05-29 20:00:00+00:00,-37,,1998-05-29 20:00:00+00:00,9c7e6e706ab343f2b1b41d68948eb65a,2.115,Future(4826 [NGN98]),Future(4826 [NGN98]),782550.0000000001
1998-05-29 20:00:00+00:00,-85,,1998-05-29 20:00:00+00:00,94ba5dbe8d37464289e39c1219a61803,0.398,Future(4828 [HON98]),Future(4828 [HON98]),1420860.0
1998-05-29 20:00:00+00:00,-45,,1998-05-29 20:00:00+00:00,b420e1bb9b7e4390ba4787d68bd7b303,294.8,Future(4862 [GCQ98]),Future(4862 [GCQ98]),1326600.0
1998-06-01 20:00:00+00:00,275,,1998-06-01 20:00:00+00:00,bf95d3d4ceaf42888e493f96d2d37836,12.64,Future(4831 [DAM98]),Future(4831 [DAM98]),-6952000.0
1998-06-04 20:00:00+00:00,-46,,1998-06-04 20:00:00+00:00,29ea800e50d048a0b1c156e68a7dca3d,362.0,Future(4845 [PLN98]),Future(4845 [PLN98]),832600.0
1998-06-08 20:00:00+00:00,258,,1998-06-08 20:00:00+00:00,a475f752911342d0b9c75cb4ca54c5d3,94.46,Future(4851 [FFN98]),Future(4851 [FFN98]),-101552623.55999999
1998-06-08 20:00:00+00:00,-402,,1998-06-08 20:00:00+00:00,47c30bc0ea75437284d14e8c74d683bf,94.5,Future(4829 [FFM98]),Future(4829 [FFM98]),158300163.0
1998-06-09 20:00:00+00:00,16,,1998-06-09 20:00:00+00:00,d9c96b9a412542d3b04ff74ac2c83c7d,15475.0,Future(4800 [NKM98]),Future(4800 [NKM98]),-1238000.0
1998-06-09 20:00:00+00:00,-7,,1998-06-09 20:00:00+00:00,3823229f0bff407b8b93e50375b16d1b,15500.0,Future(4870 [NKU98]),Future(4870 [NKU98]),542500.0
1998-06-09 20:00:00+00:00,-275,,1998-06-09 20:00:00+00:00,cfc9db540bbd4578bd171bb9b2335659,13.4,Future(4831 [DAM98]),Future(4831 [DAM98]),7370000.0
1998-06-10 20:00:00+00:00,-190,,1998-06-10 20:00:00+00:00,43ac2e24995d4fe7bd09c92a35f25a54,0.684,Future(4880 [CDU98]),Future(4880 [CDU98]),12996000.0
1998-06-10 20:00:00+00:00,132,,1998-06-10 20:00:00+00:00,cf407e930b994338bcbfb973efa5b15e,0.683,Future(4811 [CDM98]),Future(4811 [CDM98]),-9015600.0
1998-06-10 20:00:00+00:00,42,,1998-06-10 20:00:00+00:00,1bf4a24233c347d6afbce61cfb7ddd26,0.589,Future(4804 [ADM98]),Future(4804 [ADM98]),-2473800.0
1998-06-10 20:00:00+00:00,12,,1998-06-10 20:00:00+00:00,a6768f572c334a499a436cb4a8f24c8f,7104.0,Future(4806 [JYM98]),Future(4806 [JYM98]),-1065600.0
1998-06-10 20:00:00+00:00,-18,,1998-06-10 20:00:00+00:00,f16a36fb7af348bdb21e13979bc2e1dc,7197.0,Future(4873 [JYU98]),Future(4873 [JYU98]),1619325.0
1998-06-10 20:00:00+00:00,-29,,1998-06-10 20:00:00+00:00,e10bd04c1cba401790b5e7a419e6be6c,0.589,Future(4875 [ADU98]),Future(4875 [ADU98]),1708100.0
1998-06-11 20:00:00+00:00,21,,1998-06-11 20:00:00+00:00,d04998772d434fc49f7e93c6c6f7092f,122.812,Future(4896 [USU98]),Future(4896 [USU98]),-2579052.0
1998-06-12 20:00:00+00:00,19,,1998-06-12 20:00:00+00:00,50bd86bd8a024836942f6c82fece6bf9,113.937,Future(4889 [TYU98]),Future(4889 [TYU98]),-2164803.0
1998-06-12 20:00:00+00:00,31,,1998-06-12 20:00:00+00:00,ddcb628e67634bca83b21e0ee64f4179,109.718,Future(4891 [FVU98]),Future(4891 [FVU98]),-3401258.0000000005
1998-06-12 20:00:00+00:00,192,,1998-06-12 20:00:00+00:00,2f540a1109d144ba818194f5e63d41d7,13.59,Future(4831 [DAM98]),Future(4831 [DAM98]),-5218559.999999999
1998-06-15 20:00:00+00:00,-192,,1998-06-15 20:00:00+00:00,bc920d68efa144ac94a72c870ec85fe0,13.15,Future(4831 [DAM98]),Future(4831 [DAM98]),5049600.0
1998-06-16 20:00:00+00:00,-69,,1998-06-16 20:00:00+00:00,824c163f5fa449039d6a0b889eea7b42,13.15,Future(4836 [CLQ98]),Future(4836 [CLQ98]),907350.0
