Date,Open,High,Low,Last,Change,Settle,Volume,Previous Day Open Interest
2018-01-22,,,,,0.0,53.88,0.0,0.0
2018-01-23,,,,,0.22,54.1,0.0,0.0
2018-01-24,,,,,0.54,53.56,0.0,0.0
2018-01-25,,,,,0.18,53.74,0.0,0.0
2018-01-26,,,,,0.11,53.63,0.0,0.0
2018-01-29,,,,,0.37,53.26,0.0,0.0
2018-01-30,,,,,0.62,52.64,0.0,0.0
2018-01-31,,,,,0.19,52.45,0.0,0.0
2018-02-01,,,,,0.01,52.44,0.0,0.0
2018-02-02,,,,,0.96,51.48,0.0,0.0
2018-02-05,,,,,0.34,51.14,0.0,0.0
2018-02-06,,,,,0.25,50.89,0.0,0.0
2018-02-07,,,,,0.66,50.23,0.0,0.0
2018-02-08,,,,,0.03,50.26,0.0,0.0
2018-02-09,,,,,0.54,49.72,0.0,0.0
2018-02-12,,,,,0.23,49.95,0.0,0.0
2018-02-13,,,,,0.69,50.64,0.0,0.0
2018-02-14,,,,,0.01,50.63,0.0,0.0
2018-02-15,,,,,0.06,50.57,0.0,0.0
2018-02-16,,,,,0.29,50.86,0.0,0.0
2018-02-20,,,,,0.6,51.46,0.0,0.0
2018-02-21,,,,,0.04,51.5,0.0,0.0
2018-02-22,,,,,0.14,51.64,0.0,0.0
2018-02-23,,,,,0.79,52.43,0.0,0.0
2018-02-26,,,,,0.61,53.04,0.0,0.0
2018-02-27,,,,,0.39,52.65,0.0,0.0
2018-02-28,,,,,1.54,51.11,0.0,0.0
2018-03-01,,,,,0.31,50.8,0.0,0.0
2018-03-02,,,,,0.03,50.83,0.0,0.0
2018-03-05,,,,,0.71,51.54,0.0,0.0
2018-03-06,,,,,0.07,51.61,0.0,0.0
2018-03-07,,,,,0.6,51.01,0.0,0.0
2018-03-08,,,,,0.01,51.02,0.0,0.0
2018-03-09,,,,,0.97,51.99,0.0,0.0
2018-03-12,,,,,0.1,51.89,0.0,0.0
2018-03-13,,,,,0.11,51.78,0.0,0.0
2018-03-14,,,,,0.14,51.92,0.0,0.0
2018-03-15,,,,,0.21,51.71,0.0,0.0
2018-03-16,,,,,0.02,51.69,0.0,0.0
2018-03-19,,,,,0.41,51.28,0.0,0.0
2018-03-20,,,,,0.16,51.44,0.0,0.0
2018-03-21,,,,,0.71,52.15,0.0,0.0
2018-03-22,,,,,0.43,51.72,0.0,0.0
2018-03-23,,,,,0.41,52.13,0.0,0.0
2018-03-26,,,,,0.19,51.94,0.0,0.0
2018-03-27,,,,,,51.94,0.0,0.0
2018-03-28,,,,,0.02,51.92,0.0,0.0
2018-03-29,,,,,0.22,51.7,0.0,0.0
2018-04-02,,,,,0.94,50.76,0.0,0.0
2018-04-03,,,,,0.38,51.14,0.0,0.0
2018-04-04,,,,,0.03,51.11,0.0,0.0
2018-04-05,,,,,0.15,51.26,0.0,0.0
2018-04-06,,,,,0.7,50.56,0.0,0.0
2018-04-09,,,,,0.15,50.71,0.0,0.0
2018-04-10,,,,,0.29,51.0,0.0,0.0
2018-04-11,,,,,0.3,51.3,0.0,0.0
2018-04-12,,,,,0.33,50.97,0.0,0.0
2018-04-13,,,,,0.07,50.9,0.0,0.0
2018-04-16,,,,,0.03,50.87,0.0,0.0
2018-04-17,,,,,0.05,50.82,0.0,0.0
2018-04-18,,,,,0.09,50.73,0.0,0.0
2018-04-19,,,,,0.18,50.91,0.0,0.0
2018-04-20,,,,,0.04,50.87,0.0,0.0
2018-04-23,,,,,0.33,51.2,0.0,0.0
2018-04-24,,,,,0.44,50.76,0.0,0.0
2018-04-25,,,,,0.05,50.71,0.0,0.0
2018-04-26,,,,,0.03,50.74,0.0,0.0
2018-04-27,,,,,0.34,50.4,0.0,0.0
2018-04-30,,,,,0.16,50.56,0.0,0.0
2018-05-01,,,,,0.29,50.27,0.0,0.0
2018-05-02,,,,,0.05,50.22,0.0,0.0
2018-05-03,,,,,0.45,50.67,0.0,0.0
2018-05-04,,,,,0.67,51.34,0.0,0.0
2018-05-07,,,,,0.33,51.67,0.0,0.0
2018-05-08,,,,,0.46,51.21,0.0,0.0
2018-05-09,,,,,0.87,52.08,0.0,0.0
2018-05-10,,,,,0.35,52.43,0.0,0.0
2018-05-11,,,,,0.19,52.62,0.0,0.0
2018-05-14,,,,,0.33,52.95,0.0,0.0
2018-05-15,,,,,0.46,53.41,0.0,0.0
2018-05-16,,,,,0.1,53.31,0.0,0.0
2018-05-17,,,,,0.62,53.93,0.0,0.0
2018-05-18,,,,,0.18,54.11,0.0,0.0
2018-05-21,,,,,0.44,54.55,0.0,0.0
2018-05-22,,,,,0.27,54.28,0.0,0.0
2018-05-23,,,,,0.57,53.71,0.0,0.0
2018-05-24,,,,,0.23,53.48,0.0,0.0
2018-05-25,,,,,0.96,52.52,0.0,0.0
2018-05-29,,,,,0.02,52.54,0.0,0.0
2018-05-30,,,,,0.3,52.84,0.0,0.0
2018-05-31,,,,,0.08,52.92,0.0,0.0
2018-06-01,,,,,1.14,54.06,0.0,0.0
2018-06-04,,,,,0.48,53.58,0.0,0.0
2018-06-05,,,,,0.08,53.66,0.0,0.0
2018-06-06,,,,,0.37,53.29,0.0,0.0
2018-06-07,,,,,0.52,53.81,0.0,0.0
2018-06-08,,,,,0.21,54.02,0.0,0.0
2018-06-11,,,,,0.28,54.3,0.0,0.0
2018-06-12,,,,,0.2,54.1,0.0,0.0
2018-06-13,,,,,1.06,55.16,0.0,0.0
2018-06-14,,,,,1.27,53.89,0.0,0.0
2018-06-15,,,,,1.37,52.52,0.0,0.0
2018-06-18,,,,,0.78,53.3,0.0,0.0
2018-06-19,,,,,0.3,53.0,0.0,0.0
2018-06-20,,,,,0.05,52.95,0.0,0.0
2018-06-21,,,,,0.19,52.76,0.0,0.0
2018-06-22,,,,,1.11,53.87,0.0,0.0
2018-06-25,,,,,0.09,53.96,0.0,0.0
2018-06-26,,,,,0.88,54.84,0.0,0.0
2018-06-27,,,,,0.01,54.85,0.0,0.0
2018-06-28,,,,,0.55,54.3,0.0,0.0
2018-06-29,,,,,0.46,53.84,0.0,0.0
2018-07-02,,,,,0.13,53.71,0.0,0.0
2018-07-03,,,,,0.18,53.53,0.0,0.0
2018-07-05,,,,,0.54,54.07,0.0,0.0
2018-07-06,,,,,0.29,54.36,0.0,0.0
2018-07-09,,,,,0.05,54.41,0.0,0.0
2018-07-10,,,,,0.13,54.28,0.0,0.0
2018-07-11,,,,,0.89,53.39,0.0,0.0
2018-07-12,,,,,0.75,54.14,0.0,0.0
2018-07-13,,,,,0.42,53.72,0.0,0.0
2018-07-16,,,,,1.49,52.23,0.0,0.0
2018-07-17,,,,,0.36,52.59,0.0,0.0
2018-07-18,,,,,0.63,53.22,0.0,0.0
2018-07-19,,,,,0.09,53.31,0.0,0.0
2018-07-20,,,,,0.1,53.41,0.0,0.0
2018-07-23,,,,,0.98,54.39,0.0,0.0
2018-07-24,,,,,0.62,55.01,0.0,0.0
2018-07-25,,,,,0.3,55.31,0.0,0.0
2018-07-26,,,,,0.27,55.58,0.0,0.0
2018-07-27,,,,,0.48,55.1,0.0,0.0
2018-07-30,,,,,0.1,55.0,0.0,0.0
2018-07-31,,,,,0.29,54.71,0.0,0.0
2018-08-01,,,,,0.68,54.03,0.0,0.0
2018-08-02,,,,,0.39,54.42,0.0,0.0
2018-08-03,,,,,0.2,54.62,0.0,0.0
2018-08-06,,,,,0.36,54.98,0.0,0.0
2018-08-07,,,,,0.58,55.56,0.0,0.0
2018-08-08,,,,,1.12,54.44,0.0,0.0
2018-08-09,,,,,0.31,54.75,0.0,0.0
2018-08-10,,,,,0.12,54.63,0.0,0.0
2018-08-13,,,,,0.11,54.52,0.0,0.0
2018-08-14,,,,,0.54,55.06,0.0,0.0
2018-08-15,,,,,0.41,54.65,0.0,0.0
2018-08-16,,,,,0.28,54.93,0.0,0.0
2018-08-17,,,,,0.27,55.2,0.0,0.0
2018-08-20,,,,,0.11,55.09,0.0,0.0
2018-08-21,,,,,0.16,54.93,0.0,0.0
2018-08-22,,,,,0.9,55.83,0.0,0.0
2018-08-23,,,,,0.09,55.92,0.0,0.0
2018-08-24,,,,,0.33,56.25,0.0,0.0
2018-08-27,,,,,0.14,56.39,0.0,0.0
2018-08-28,,,,,0.1,56.29,0.0,0.0
2018-08-29,,,,,0.08,56.37,0.0,0.0
2018-08-30,,,,,0.16,56.21,0.0,0.0
2018-08-31,,,,,0.44,55.77,0.0,0.0
2018-09-04,,,,,0.15,55.92,0.0,0.0
2018-09-05,,,,,0.44,55.48,0.0,0.0
2018-09-06,,,,,0.42,55.06,0.0,0.0
2018-09-07,,,,,0.02,55.08,0.0,0.0
